"rules","support","confidence","lift","count"
"231","{Product G,Product I} => {Product F}",0.2,1,2.14285714285714,3
"232","{Product A,Product C} => {Product I}",0.333333333333333,1,1.36363636363636,5
"233","{Product C,Product I} => {Product A}",0.333333333333333,0.833333333333333,1.78571428571429,5
"234","{Product A,Product F} => {Product J}",0.0666666666666667,1,2.5,1
"235","{Product A,Product J} => {Product I}",0.133333333333333,1,1.36363636363636,2
"236","{Product A,Product F} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"237","{Product C,Product J} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"238","{Product C,Product H} => {Product J}",0.0666666666666667,1,2.5,1
"239","{Product C,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"240","{Product C,Product F} => {Product J}",0.0666666666666667,1,2.5,1
"241","{Product C,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"242","{Product C,Product H} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"243","{Product C,Product F} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"244","{Product C,Product H} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"245","{Product C,Product F} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"246","{Product E,Product J} => {Product H}",0.2,1,2.14285714285714,3
"247","{Product E,Product J} => {Product F}",0.2,1,2.14285714285714,3
"248","{Product E,Product J} => {Product I}",0.2,1,1.36363636363636,3
"249","{Product E,Product I} => {Product J}",0.2,1,2.5,3
"250","{Product E,Product H} => {Product F}",0.333333333333333,0.833333333333333,1.78571428571429,5
"251","{Product E,Product F} => {Product H}",0.333333333333333,1,2.14285714285714,5
"252","{Product F,Product H} => {Product E}",0.333333333333333,0.833333333333333,2.08333333333333,5
"253","{Product E,Product I} => {Product H}",0.2,1,2.14285714285714,3
"254","{Product E,Product I} => {Product F}",0.2,1,2.14285714285714,3
"255","{Product H,Product J} => {Product F}",0.266666666666667,1,2.14285714285714,4
"256","{Product F,Product J} => {Product H}",0.266666666666667,0.8,1.71428571428571,4
"257","{Product H,Product J} => {Product I}",0.266666666666667,1,1.36363636363636,4
"258","{Product H,Product I} => {Product J}",0.266666666666667,1,2.5,4
"259","{Product F,Product J} => {Product I}",0.333333333333333,1,1.36363636363636,5
"260","{Product I,Product J} => {Product F}",0.333333333333333,0.833333333333333,1.78571428571429,5
"261","{Product F,Product I} => {Product J}",0.333333333333333,1,2.5,5
"262","{Product H,Product I} => {Product F}",0.266666666666667,1,2.14285714285714,4
"263","{Product F,Product I} => {Product H}",0.266666666666667,0.8,1.71428571428571,4
"264","{Product D,Product G,Product N} => {Product E}",0.0666666666666667,1,2.5,1
"265","{Product D,Product E,Product N} => {Product G}",0.0666666666666667,1,3,1
"266","{Product E,Product G,Product N} => {Product D}",0.0666666666666667,1,5,1
"267","{Product D,Product G,Product N} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"268","{Product D,Product H,Product N} => {Product G}",0.0666666666666667,1,3,1
"269","{Product G,Product H,Product N} => {Product D}",0.0666666666666667,1,5,1
"270","{Product D,Product G,Product N} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"271","{Product D,Product F,Product N} => {Product G}",0.0666666666666667,1,3,1
"272","{Product F,Product G,Product N} => {Product D}",0.0666666666666667,1,5,1
"273","{Product D,Product E,Product N} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"274","{Product D,Product H,Product N} => {Product E}",0.0666666666666667,1,2.5,1
"275","{Product E,Product H,Product N} => {Product D}",0.0666666666666667,1,5,1
"276","{Product D,Product E,Product N} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"277","{Product D,Product F,Product N} => {Product E}",0.0666666666666667,1,2.5,1
"278","{Product E,Product F,Product N} => {Product D}",0.0666666666666667,1,5,1
"279","{Product D,Product H,Product N} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"280","{Product D,Product F,Product N} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"281","{Product F,Product H,Product N} => {Product D}",0.0666666666666667,1,5,1
"282","{Product E,Product G,Product N} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"283","{Product G,Product H,Product N} => {Product E}",0.0666666666666667,1,2.5,1
"284","{Product E,Product H,Product N} => {Product G}",0.0666666666666667,1,3,1
"285","{Product E,Product G,Product N} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"286","{Product F,Product G,Product N} => {Product E}",0.0666666666666667,1,2.5,1
"287","{Product E,Product F,Product N} => {Product G}",0.0666666666666667,1,3,1
"288","{Product G,Product H,Product N} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"289","{Product F,Product G,Product N} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"290","{Product F,Product H,Product N} => {Product G}",0.0666666666666667,1,3,1
"291","{Product E,Product H,Product N} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"292","{Product E,Product F,Product N} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"293","{Product F,Product H,Product N} => {Product E}",0.0666666666666667,1,2.5,1
"294","{Product D,Product K,Product O} => {Product G}",0.0666666666666667,1,3,1
"295","{Product D,Product G,Product K} => {Product O}",0.0666666666666667,1,3.75,1
"296","{Product D,Product G,Product O} => {Product K}",0.0666666666666667,1,5,1
"297","{Product G,Product K,Product O} => {Product D}",0.0666666666666667,1,5,1
"298","{Product D,Product K,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"299","{Product D,Product E,Product K} => {Product O}",0.0666666666666667,1,3.75,1
"300","{Product D,Product E,Product O} => {Product K}",0.0666666666666667,1,5,1
"301","{Product E,Product K,Product O} => {Product D}",0.0666666666666667,1,5,1
"302","{Product D,Product K,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"303","{Product D,Product J,Product K} => {Product O}",0.0666666666666667,1,3.75,1
"304","{Product D,Product J,Product O} => {Product K}",0.0666666666666667,1,5,1
"305","{Product J,Product K,Product O} => {Product D}",0.0666666666666667,1,5,1
"306","{Product D,Product K,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"307","{Product D,Product H,Product K} => {Product O}",0.0666666666666667,1,3.75,1
"308","{Product D,Product H,Product O} => {Product K}",0.0666666666666667,1,5,1
"309","{Product H,Product K,Product O} => {Product D}",0.0666666666666667,1,5,1
"310","{Product D,Product K,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"311","{Product D,Product F,Product K} => {Product O}",0.0666666666666667,1,3.75,1
"312","{Product D,Product F,Product O} => {Product K}",0.0666666666666667,1,5,1
"313","{Product F,Product K,Product O} => {Product D}",0.0666666666666667,1,5,1
"314","{Product D,Product K,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"315","{Product D,Product I,Product K} => {Product O}",0.0666666666666667,1,3.75,1
"316","{Product D,Product I,Product O} => {Product K}",0.0666666666666667,1,5,1
"317","{Product I,Product K,Product O} => {Product D}",0.0666666666666667,1,5,1
"318","{Product D,Product G,Product K} => {Product E}",0.0666666666666667,1,2.5,1
"319","{Product D,Product E,Product K} => {Product G}",0.0666666666666667,1,3,1
"320","{Product D,Product G,Product K} => {Product J}",0.0666666666666667,1,2.5,1
"321","{Product D,Product J,Product K} => {Product G}",0.0666666666666667,1,3,1
"322","{Product D,Product G,Product J} => {Product K}",0.0666666666666667,1,5,1
"323","{Product D,Product G,Product K} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"324","{Product D,Product H,Product K} => {Product G}",0.0666666666666667,1,3,1
"325","{Product D,Product G,Product K} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"326","{Product D,Product F,Product K} => {Product G}",0.0666666666666667,1,3,1
"327","{Product D,Product G,Product K} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"328","{Product D,Product I,Product K} => {Product G}",0.0666666666666667,1,3,1
"329","{Product D,Product G,Product I} => {Product K}",0.0666666666666667,1,5,1
"330","{Product D,Product E,Product K} => {Product J}",0.0666666666666667,1,2.5,1
"331","{Product D,Product J,Product K} => {Product E}",0.0666666666666667,1,2.5,1
"332","{Product D,Product E,Product J} => {Product K}",0.0666666666666667,1,5,1
"333","{Product D,Product E,Product K} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"334","{Product D,Product H,Product K} => {Product E}",0.0666666666666667,1,2.5,1
"335","{Product D,Product E,Product K} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"336","{Product D,Product F,Product K} => {Product E}",0.0666666666666667,1,2.5,1
"337","{Product D,Product E,Product K} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"338","{Product D,Product I,Product K} => {Product E}",0.0666666666666667,1,2.5,1
"339","{Product D,Product E,Product I} => {Product K}",0.0666666666666667,1,5,1
"340","{Product D,Product J,Product K} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"341","{Product D,Product H,Product K} => {Product J}",0.0666666666666667,1,2.5,1
"342","{Product D,Product H,Product J} => {Product K}",0.0666666666666667,1,5,1
"343","{Product D,Product J,Product K} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"344","{Product D,Product F,Product K} => {Product J}",0.0666666666666667,1,2.5,1
"345","{Product D,Product F,Product J} => {Product K}",0.0666666666666667,1,5,1
"346","{Product D,Product J,Product K} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"347","{Product D,Product I,Product K} => {Product J}",0.0666666666666667,1,2.5,1
"348","{Product D,Product I,Product J} => {Product K}",0.0666666666666667,1,5,1
"349","{Product D,Product H,Product K} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"350","{Product D,Product F,Product K} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"351","{Product D,Product H,Product K} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"352","{Product D,Product I,Product K} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"353","{Product D,Product H,Product I} => {Product K}",0.0666666666666667,1,5,1
"354","{Product D,Product F,Product K} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"355","{Product D,Product I,Product K} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"356","{Product D,Product F,Product I} => {Product K}",0.0666666666666667,1,5,1
"357","{Product D,Product G,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"358","{Product D,Product E,Product O} => {Product G}",0.0666666666666667,1,3,1
"359","{Product E,Product G,Product O} => {Product D}",0.0666666666666667,1,5,1
"360","{Product D,Product G,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"361","{Product D,Product J,Product O} => {Product G}",0.0666666666666667,1,3,1
"362","{Product D,Product G,Product J} => {Product O}",0.0666666666666667,1,3.75,1
"363","{Product G,Product J,Product O} => {Product D}",0.0666666666666667,1,5,1
"364","{Product D,Product G,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"365","{Product D,Product H,Product O} => {Product G}",0.0666666666666667,1,3,1
"366","{Product G,Product H,Product O} => {Product D}",0.0666666666666667,1,5,1
"367","{Product D,Product G,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"368","{Product D,Product F,Product O} => {Product G}",0.0666666666666667,1,3,1
"369","{Product F,Product G,Product O} => {Product D}",0.0666666666666667,1,5,1
"370","{Product D,Product G,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"371","{Product D,Product I,Product O} => {Product G}",0.0666666666666667,1,3,1
"372","{Product D,Product G,Product I} => {Product O}",0.0666666666666667,1,3.75,1
