"","seasonal","trend","remainder"
"81",17.4383260373817,293.096343871825,1.46533009079377
"82",-21.0634315333585,297.076039019802,-2.01260748644347
"83",-57.4818505136532,301.055734167779,-6.57388365412612
"84",-31.7405155016501,305.406362440275,4.33415306137465
"85",-25.4977183397736,309.756990712771,-0.259272372997827
"86",-35.2209348015702,314.029480875506,-1.80854607393582
"87",-3.02747801177543,318.30197103824,1.72550697353495
"88",-8.29905418525078,321.707069380599,-0.408015195348185
"89",-5.73728881319017,325.112167722957,-1.37487890976729
"90",32.3366341296942,327.651388720406,14.0119771498995
"91",70.243881537013,330.190609717855,12.5655087451319
"92",68.0494327275685,332.483104445992,4.46746282643971
"93",17.4383260373817,334.775599174129,2.78607478848983
"94",-21.0634315333585,337.349295153346,-10.2858636199874
"95",-57.4818505136532,339.922991132563,-11.4411406189101
"96",-31.7405155016501,343.561769587394,-5.82125408574382
"97",-25.4977183397736,347.200548042224,-6.7028297024508
"98",-35.2209348015702,351.911285203933,-15.6903504023633
"99",-3.02747801177543,356.622022365642,2.40545564613296
"100",-8.29905418525078,360.990024627648,-4.69097044239697
"101",-5.73728881319017,365.358026889653,-4.62073807646289
"102",32.3366341296942,368.22531885991,21.4380470103961
"103",70.243881537013,371.092610830166,23.6635076328207
"104",68.0494327275685,372.201712805953,26.7488544664784
"105",17.4383260373817,373.31081478174,13.2508591808784
"106",-21.0634315333585,373.068928913618,-5.00549738025944
"107",-57.4818505136532,372.827043045496,-10.3451925318427
"108",-31.7405155016501,373.166347081905,-5.42583158025531
"109",-25.4977183397736,373.505651118315,-8.00793277854126
"110",-35.2209348015702,375.303700005273,-22.0827652037024
"111",-3.02747801177543,377.10174889223,-12.0742708804547
"112",-8.29905418525078,379.176588330239,-22.8775341449881
"113",-5.73728881319017,381.251427768248,-12.5141389550575
"114",32.3366341296942,382.873413959425,19.7899519108811
"115",70.243881537013,384.495400150601,36.2607183123855
"116",68.0494327275685,386.41290168182,50.5376655906113
"117",17.4383260373817,388.330403213039,-1.76872925042073
"118",-21.0634315333585,390.674565056982,-10.6111335236239
"119",-57.4818505136532,393.018726900926,-25.5368763872724
"120",-31.7405155016501,396.341601828568,-27.6010863269179
"121",-25.4977183397736,399.66447675621,-14.1667584164366
"122",-35.2209348015702,404.903486498249,-27.6825516966784
"123",-3.02747801177543,410.142496240287,-1.11501822851147
"124",-8.29905418525078,416.344962920592,-12.0459087353409
"125",-5.73728881319017,422.547429600896,3.1898592122937
"126",32.3366341296942,427.78965355225,11.8737123180561
"127",70.243881537013,433.031877503603,44.7242409593841
"128",68.0494327275685,436.436237135998,54.5143301364332
"129",17.4383260373817,439.840596768394,5.72107719422462
"130",-21.0634315333585,442.375500213607,-14.3120686802483
"131",-57.4818505136532,444.91040365882,-25.4285531451666
"132",-31.7405155016501,448.640181617913,-11.8996661162626
"133",-25.4977183397736,452.369959577005,-9.87224123723178
"134",-35.2209348015702,457.812129900788,-31.5911950992179
"135",-3.02747801177543,463.254300224571,-41.2268222127952
"136",-8.29905418525078,467.610423079392,1.68863110585846
"137",-5.73728881319017,471.966545934214,5.77074287897614
"138",32.3366341296942,475.608298961987,27.0550669083188
"139",70.243881537013,479.25005198976,72.5060664732271
"140",68.0494327275685,483.189402069829,54.7611652026028
"141",17.4383260373817,487.128752149897,3.43292181272085
"142",-21.0634315333585,490.75301975182,-8.6895882184611
"143",-57.4818505136532,494.377287353742,-46.8954368400885
"144",-31.7405155016501,497.429905051779,-33.6893895501286
